"date","username","product","sku","model","quantity","unit_type","applied_cost_per_quantity","gross_amount","discount_amount","net_amount","total_monthly_quota","organization","repository","cost_center_name","aic_quantity","aic_gross_amount","input","output","cache_read","cache_write"
"2025-10-23","power-user-002_emu","copilot","copilot_ai_credit","Code Review model","12.48","ai-credits","0.01","0.1248","0","0.1248","1900","","","","0","0","11077","5299","178466","0"
"2025-10-23","power-user-003_emu","copilot","copilot_ai_credit","Claude Opus 4.5","140.76","ai-credits","0.01","1.4076","0","1.4076","1900","","","","0","0","60","19892","1027473","63402"
"2025-10-23","power-user-005_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","748.8","ai-credits","0.01","7.488","0","7.488","1900","","","","0","0","129010","276004","2638119","578526"
"2025-10-23","power-user-005_emu","copilot","copilot_ai_credit","Code Review model","8.96","ai-credits","0.01","0.0896","0","0.0896","1900","","","","0","0","9391","2346","230441","0"
"2025-10-23","power-user-007_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","364.65","ai-credits","0.01","3.6465","0","3.6465","1900","","","","0","0","26","16784","1377778","795020"
"2025-10-23","user002_emu","copilot","copilot_ai_credit","Claude Sonnet 4","11.73","ai-credits","0.01","0.1173","0.1173","0","3900","org002_emu","","","0","0","312","1922","184412","8591"
"2025-10-23","user002_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","322.92","ai-credits","0.01","3.2292","3.2292","0","3900","org002_emu","","","0","0","54","102879","2753345","229292"
"2025-10-23","user005_emu","copilot","copilot_ai_credit","Auto: Claude Sonnet 4.5","11.934","ai-credits","0.01","0.11934","0.11934","0","3900","org005_emu","","","0","0","9","1935","196656","11879"
"2025-10-23","user005_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","26.91","ai-credits","0.01","0.2691","0.2691","0","3900","org005_emu","","","0","0","8","3657","362797","28101"
"2025-10-23","user009_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","116.61","ai-credits","0.01","1.1661","1.1661","0","3900","org009_emu","","cost_center_007","0","0","14","9781","736306","212922"
"2025-10-23","user009_emu","copilot","copilot_ai_credit","Code Review model","2.72","ai-credits","0.01","0.0272","0.0272","0","3900","org009_emu","","cost_center_007","0","0","6178","699","37745","0"
"2025-10-23","user009_emu","copilot","coding_agent_ai_credit","Coding Agent model","5.175","ai-credits","0.01","0.05175","0.05175","0","3900","org009_emu","","cost_center_007","0","0","3701","301","37729","1416"
"2025-10-23","user063_emu","copilot","coding_agent_ai_credit","Coding Agent model","234","ai-credits","0.01","2.34","2.34","0","3900","org004_emu","","","0","0","17519","23367","2714272","299373"
"2025-10-23","user064_emu","copilot","copilot_ai_credit","Claude Opus 4.1","75.48","ai-credits","0.01","0.7548","0.7548","0","3900","org002_emu","","cost_center_003","0","0","9","8493","455346","50359"
"2025-10-23","user064_emu","copilot","copilot_ai_credit","GPT-5","16.15","ai-credits","0.01","0.1615","0.1615","0","3900","org002_emu","","cost_center_003","0","0","29888","992","287625","0"
"2025-10-23","user065_emu","copilot","copilot_ai_credit","GPT-5","5.75","ai-credits","0.01","0.0575","0.0575","0","1900","org005_emu","","cost_center_004","0","0","3861","1176","120833","0"
"2025-10-23","user065_emu","copilot","copilot_ai_credit","GPT-5","6.3","ai-credits","0.01","0.063","0.063","0","1900","org005_emu","","cost_center_004","0","0","19631","151","46660","0"
"2025-10-23","user066_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","114.66","ai-credits","0.01","1.1466","1.1466","0","3900","org001_emu","","cost_center_001","0","0","10","8745","318485","245295"
"2025-10-23","user067_emu","copilot","copilot_ai_credit","Claude Sonnet 4","42.32","ai-credits","0.01","0.4232","0.4232","0","1900","org005_emu","","cost_center_001","0","0","8","1447","412761","74040"
"2025-10-23","user067_emu","copilot","copilot_ai_credit","Code Review model","8.96","ai-credits","0.01","0.0896","0.0896","0","1900","org005_emu","","cost_center_001","0","0","16022","2275","169787","0"
"2025-10-23","user068_emu","copilot","copilot_ai_credit","Code Review model","115.2","ai-credits","0.01","1.152","1.152","0","3900","org001_emu","","","0","0","461175","24639","0","0"
"2025-10-23","user069_emu","copilot","copilot_ai_credit","GPT-5","11.7","ai-credits","0.01","0.117","0.117","0","1900","org005_emu","","cost_center_001","0","0","15730","2802","142556","0"
"2025-10-23","user070_emu","copilot","copilot_ai_credit","Claude Opus 4.1","33.12","ai-credits","0.01","0.3312","0.3312","0","1900","org003_emu","","cost_center_003","0","0","3","1524","0","46895"
"2025-10-23","user071_emu","copilot","coding_agent_ai_credit","Coding Agent model","122.85","ai-credits","0.01","1.2285","1.2285","0","3900","org001_emu","","cost_center_002","0","0","3757","22778","2104542","65120"
"2025-10-23","user072_emu","copilot","copilot_ai_credit","Claude Opus 4.1","24","ai-credits","0.01","0.24","0.24","0","1900","org005_emu","","cost_center_002","0","0","4","3283","131601","14735"
"2025-10-23","user073_emu","copilot","copilot_ai_credit","Claude Opus 4.1","40.56","ai-credits","0.01","0.4056","0.4056","0","1900","org005_emu","","","0","0","2","7982","80740","26508"
"2025-10-23","user074_emu","copilot","copilot_ai_credit","Code Review model","35.2","ai-credits","0.01","0.352","0.352","0","1900","org002_emu","","cost_center_004","0","0","41918","12735","573422","0"
"2025-10-23","user075_emu","copilot","copilot_ai_credit","Claude Sonnet 4","27.6","ai-credits","0.01","0.276","0.276","0","1900","org005_emu","","cost_center_001","0","0","7","8642","257239","18446"
"2025-10-23","user075_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","23.4","ai-credits","0.01","0.234","0.234","0","1900","org005_emu","","cost_center_001","0","0","53118","3569","70348","0"
"2025-10-23","user076_emu","copilot","copilot_ai_credit","Code Review model","25.6","ai-credits","0.01","0.256","0.256","0","1900","org002_emu","","cost_center_004","0","0","28450","4089","851274","0"
"2025-10-23","user077_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","212.16","ai-credits","0.01","2.1216","2.1216","0","3900","org005_emu","","cost_center_002","0","0","46","37861","932675","339666"
"2025-10-23","user078_emu","copilot","copilot_ai_credit","Claude Sonnet 4","215.28","ai-credits","0.01","2.1528","2.1528","0","3900","org002_emu","","","0","0","77709","10312","551385","426554"
"2025-10-23","user078_emu","copilot","copilot_ai_credit","Code Review model","57.6","ai-credits","0.01","0.576","0.576","0","3900","org002_emu","","","0","0","83146","19455","903535","0"
"2025-10-23","user079_emu","copilot","copilot_ai_credit","Claude Opus 4.1","81.12","ai-credits","0.01","0.8112","0.8112","0","3900","org004_emu","","cost_center_002","0","0","43","5494","613522","58699"
"2025-10-23","user080_emu","copilot","copilot_ai_credit","Claude Sonnet 4","61.18","ai-credits","0.01","0.6118","0.6118","0","3900","org002_emu","","cost_center_002","0","0","40920","10335","411144","56178"
"2025-10-23","user080_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","202.02","ai-credits","0.01","2.0202","2.0202","0","3900","org002_emu","","cost_center_002","0","0","312542","31452","2035998","0"
"2025-10-23","user081_emu","copilot","copilot_ai_credit","Claude Opus 4.1","16.32","ai-credits","0.01","0.1632","0.1632","0","1900","org001_emu","","cost_center_001","0","0","1","901","25505","20468"
"2025-10-23","user081_emu","copilot","copilot_ai_credit","GPT-5","3.4","ai-credits","0.01","0.034","0.034","0","1900","org001_emu","","cost_center_001","0","0","9496","188","29740","0"
"2025-10-23","user082_emu","copilot","coding_agent_ai_credit","Coding Agent model","134.55","ai-credits","0.01","1.3455","1.3455","0","3900","org001_emu","","","0","0","61928","18170","3672504","0"
"2025-10-23","user082_emu","copilot","copilot_ai_credit","GPT-5","15.6","ai-credits","0.01","0.156","0.156","0","3900","org001_emu","","","0","0","45898","1093","99427","0"
"2025-10-23","user083_emu","copilot","copilot_ai_credit","Code Review model","73.44","ai-credits","0.01","0.7344","0.7344","0","3900","org001_emu","","cost_center_001","0","0","78365","20971","1735254","0"
"2025-10-23","user084_emu","copilot","copilot_ai_credit","GPT-5","48.3","ai-credits","0.01","0.483","0.483","0","3900","org001_emu","","cost_center_001","0","0","77498","9131","609192","0"
"2025-10-24","user002_emu","copilot","copilot_ai_credit","Claude Sonnet 4","77.74","ai-credits","0.01","0.7774","0.7774","0","3900","org002_emu","","","0","0","89039","28966","35838","17343"
"2025-10-24","user002_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","912.6","ai-credits","0.01","9.126","9.126","0","3900","org002_emu","","","0","0","56","162535","1502525","1663213"
"2025-10-24","user002_emu","copilot","copilot_ai_credit","Code Review model","12.8","ai-credits","0.01","0.128","0.128","0","3900","org002_emu","","","0","0","11227","5322","193413","0"
"2025-10-24","user003_emu","copilot","copilot_ai_credit","Claude Sonnet 4","95.22","ai-credits","0.01","0.9522","0.9522","0","1900","org003_emu","","","0","0","58","13601","874822","129484"
"2025-10-24","user009_emu","copilot","copilot_ai_credit","Claude Sonnet 4","15.64","ai-credits","0.01","0.1564","0.1564","0","3900","org009_emu","","cost_center_007","0","0","394","1829","138662","22982"
"2025-10-24","user009_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","46.41","ai-credits","0.01","0.4641","0.4641","0","3900","org009_emu","","cost_center_007","0","0","1490","9350","279192","62832"
"2025-10-24","user010_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","70.98","ai-credits","0.01","0.7098","0.7098","0","1900","org010_emu","","","0","0","92155","4116","1238655","0"
"2025-10-24","user011_emu","copilot","copilot_ai_credit","Code Review model","3.68","ai-credits","0.01","0.0368","0.0368","0","3900","org011_emu","","","0","0","1","377","10266","3557"
"2025-10-24","user063_emu","copilot","copilot_ai_credit","Claude Opus 4.1","81.6","ai-credits","0.01","0.816","0.816","0","3900","org004_emu","","","0","0","1175","7858","869787","28606"
"2025-10-24","user063_emu","copilot","coding_agent_ai_credit","Coding Agent model","87.975","ai-credits","0.01","0.87975","0.87975","0","3900","org004_emu","","","0","0","114394","19406","1210716","0"
"2025-10-24","user064_emu","copilot","copilot_ai_credit","Claude Opus 4.1","42","ai-credits","0.01","0.42","0.42","0","3900","org002_emu","","cost_center_003","0","0","4","3100","104030","46474"
"2025-10-24","user065_emu","copilot","copilot_ai_credit","Claude Opus 4.1","7.2","ai-credits","0.01","0.072","0.072","0","1900","org005_emu","","cost_center_004","0","0","3","919","32312","5256"
"2025-10-24","user065_emu","copilot","copilot_ai_credit","Code Review model","19.2","ai-credits","0.01","0.192","0.192","0","1900","org005_emu","","cost_center_004","0","0","8232","12551","10738","0"
"2025-10-24","user066_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","124.8","ai-credits","0.01","1.248","1.248","0","3900","org001_emu","","cost_center_001","0","0","40133","6104","1793945","132763"
"2025-10-24","user066_emu","copilot","copilot_ai_credit","Code Review model","102.4","ai-credits","0.01","1.024","1.024","0","3900","org001_emu","","cost_center_001","0","0","149843","29372","2003236","0"
"2025-10-24","user067_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","26.52","ai-credits","0.01","0.2652","0.2652","0","1900","org005_emu","","cost_center_001","0","0","7","6340","304714","20977"
"2025-10-24","user067_emu","copilot","copilot_ai_credit","Code Review model","29.12","ai-credits","0.01","0.2912","0.2912","0","1900","org005_emu","","cost_center_001","0","0","7","5031","35160","23649"
"2025-10-24","user068_emu","copilot","copilot_ai_credit","GPT-5","17.85","ai-credits","0.01","0.1785","0.1785","0","3900","org001_emu","","","0","0","54371","2495","20600","0"
"2025-10-24","user069_emu","copilot","copilot_ai_credit","Code Review model","40.48","ai-credits","0.01","0.4048","0.4048","0","1900","org005_emu","","cost_center_001","0","0","190268","5087","3515","0"
"2025-10-24","user069_emu","copilot","coding_agent_ai_credit","Coding Agent model","18.9","ai-credits","0.01","0.189","0.189","0","1900","org005_emu","","cost_center_001","0","0","38543","3613","405555","0"
"2025-10-24","user070_emu","copilot","copilot_ai_credit","Claude Opus 4.1","27.6","ai-credits","0.01","0.276","0.276","0","1900","org003_emu","","cost_center_003","0","0","4973","1411","153110","22288"
"2025-10-24","user070_emu","copilot","copilot_ai_credit","Claude Sonnet 4","23","ai-credits","0.01","0.23","0.23","0","1900","org003_emu","","cost_center_003","0","0","9","4918","228980","23336"
"2025-10-24","user071_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","278.07","ai-credits","0.01","2.7807","2.7807","0","3900","org001_emu","","cost_center_002","0","0","76","6654","0","714843"
"2025-10-24","user072_emu","copilot","copilot_ai_credit","Claude Opus 4.1","30.36","ai-credits","0.01","0.3036","0.3036","0","1900","org005_emu","","cost_center_002","0","0","3","566","0","46311"
"2025-10-24","user073_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","98.67","ai-credits","0.01","0.9867","0.9867","0","1900","org005_emu","","","0","0","1029","23240","781091","106849"
"2025-10-24","user074_emu","copilot","coding_agent_ai_credit","Coding Agent model","51.75","ai-credits","0.01","0.5175","0.5175","0","1900","org002_emu","","cost_center_004","0","0","130236","5017","563589","4823"
"2025-10-24","user075_emu","copilot","coding_agent_ai_credit","Coding Agent model","18.9","ai-credits","0.01","0.189","0.189","0","1900","org005_emu","","cost_center_001","0","0","31442","2191","270220","1664"
"2025-10-24","user075_emu","copilot","copilot_ai_credit","GPT-5","2.1","ai-credits","0.01","0.021","0.021","0","1900","org005_emu","","cost_center_001","0","0","5318","194","19198","0"
"2025-10-24","user076_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","21.84","ai-credits","0.01","0.2184","0.2184","0","1900","org002_emu","","cost_center_004","0","0","2","746","36496","52335"
"2025-10-24","user076_emu","copilot","copilot_ai_credit","GPT-5","8.05","ai-credits","0.01","0.0805","0.0805","0","1900","org002_emu","","cost_center_004","0","0","13997","1334","101978","0"
"2025-10-24","user077_emu","copilot","copilot_ai_credit","Code Review model","58.24","ai-credits","0.01","0.5824","0.5824","0","3900","org005_emu","","cost_center_002","0","0","77061","16832","1210793","0"
"2025-10-24","user078_emu","copilot","copilot_ai_credit","Claude Sonnet 4","140.76","ai-credits","0.01","1.4076","1.4076","0","3900","org002_emu","","","0","0","54","20978","1568575","165921"
"2025-10-24","user079_emu","copilot","coding_agent_ai_credit","Coding Agent model","141.75","ai-credits","0.01","1.4175","1.4175","0","3900","org004_emu","","cost_center_002","0","0","77","7374","769152","286908"
"2025-10-24","user080_emu","copilot","copilot_ai_credit","Code Review model","76.8","ai-credits","0.01","0.768","0.768","0","3900","org002_emu","","cost_center_002","0","0","84833","18277","2078065","0"
"2025-10-24","user081_emu","copilot","copilot_ai_credit","Claude Sonnet 4","47.84","ai-credits","0.01","0.4784","0.4784","0","1900","org001_emu","","cost_center_001","0","0","8","4610","590585","61881"
"2025-10-24","user082_emu","copilot","copilot_ai_credit","Claude Opus 4.1","69","ai-credits","0.01","0.69","0.69","0","3900","org001_emu","","","0","0","1577","14689","299553","26417"
"2025-10-24","user083_emu","copilot","copilot_ai_credit","Code Review model","145.6","ai-credits","0.01","1.456","1.456","0","3900","org001_emu","","cost_center_001","0","0","330289","31932","2462540","0"
"2025-10-24","user084_emu","copilot","copilot_ai_credit","GPT-5","21.25","ai-credits","0.01","0.2125","0.2125","0","3900","org001_emu","","cost_center_001","0","0","20617","3305","445520","0"
"2025-10-25","user063_emu","copilot","copilot_ai_credit","Claude Sonnet 4","89.7","ai-credits","0.01","0.897","0.897","0","3900","org004_emu","","","0","0","45","11971","1375150","81269"
"2025-10-25","user063_emu","copilot","coding_agent_ai_credit","Coding Agent model","130.5","ai-credits","0.01","1.305","1.305","0","3900","org004_emu","","","0","0","96","7476","1936123","163127"
"2025-10-25","user064_emu","copilot","copilot_ai_credit","Code Review model","132.48","ai-credits","0.01","1.3248","1.3248","0","3900","org002_emu","","cost_center_003","0","0","530352","28335","0","0"
"2025-10-25","user065_emu","copilot","copilot_ai_credit","Claude Sonnet 4","65.78","ai-credits","0.01","0.6578","0.6578","0","1900","org005_emu","","cost_center_004","0","0","35","8975","862727","70469"
"2025-10-25","user066_emu","copilot","copilot_ai_credit","Code Review model","83.2","ai-credits","0.01","0.832","0.832","0","3900","org001_emu","","cost_center_001","0","0","188977","21374","1154566","0"
"2025-10-25","user067_emu","copilot","coding_agent_ai_credit","Coding Agent model","25.2","ai-credits","0.01","0.252","0.252","0","1900","org005_emu","","cost_center_001","0","0","37860","3959","391874","0"
"2025-10-25","user068_emu","copilot","copilot_ai_credit","Claude Opus 4.1","113.16","ai-credits","0.01","1.1316","1.1316","0","3900","org001_emu","","","0","0","12","7870","746644","89833"
"2025-10-25","user069_emu","copilot","copilot_ai_credit","Claude Opus 4.1","20.16","ai-credits","0.01","0.2016","0.2016","0","1900","org005_emu","","cost_center_001","0","0","4","2004","143279","12774"
"2025-10-25","user070_emu","copilot","copilot_ai_credit","Code Review model","38.4","ai-credits","0.01","0.384","0.384","0","1900","org003_emu","","cost_center_003","0","0","87220","9865","532877","0"
"2025-10-25","user071_emu","copilot","coding_agent_ai_credit","Coding Agent model","129.15","ai-credits","0.01","1.2915","1.2915","0","3900","org001_emu","","cost_center_002","0","0","7009","14623","1699203","144366"
"2025-10-25","user072_emu","copilot","coding_agent_ai_credit","Coding Agent model","63","ai-credits","0.01","0.63","0.63","0","1900","org005_emu","","cost_center_002","0","0","81919","13897","867009","0"
"2025-10-25","user073_emu","copilot","copilot_ai_credit","GPT-5","13.8","ai-credits","0.01","0.138","0.138","0","1900","org005_emu","","","0","0","41929","1608","36227","0"
"2025-10-25","user074_emu","copilot","coding_agent_ai_credit","Coding Agent model","34.425","ai-credits","0.01","0.34425","0.34425","0","1900","org002_emu","","cost_center_004","0","0","66412","6713","868415","14202"
"2025-10-25","user075_emu","copilot","copilot_ai_credit","GPT-5","10","ai-credits","0.01","0.1","0.1","0","1900","org005_emu","","cost_center_001","0","0","13298","952","209924","0"
"2025-10-25","user076_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","31.2","ai-credits","0.01","0.312","0.312","0","1900","org002_emu","","cost_center_004","0","0","5","5477","427382","27096"
"2025-10-25","user076_emu","copilot","coding_agent_ai_credit","Coding Agent model","30.6","ai-credits","0.01","0.306","0.306","0","1900","org002_emu","","cost_center_004","0","0","9","2376","178316","25185"
"2025-10-25","user077_emu","copilot","copilot_ai_credit","GPT-5","33.35","ai-credits","0.01","0.3335","0.3335","0","3900","org005_emu","","cost_center_002","0","0","50978","7621","366935","0"
"2025-10-25","user078_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","251.16","ai-credits","0.01","2.5116","2.5116","0","3900","org002_emu","","","0","0","481149","17277","2696651","0"
"2025-10-25","user079_emu","copilot","copilot_ai_credit","Claude Opus 4.1","107.64","ai-credits","0.01","1.0764","1.0764","0","3900","org004_emu","","cost_center_002","0","0","25","12364","517255","81367"
"2025-10-25","user080_emu","copilot","copilot_ai_credit","Code Review model","62.72","ai-credits","0.01","0.6272","0.6272","0","3900","org002_emu","","cost_center_002","0","0","152205","25646","10236","0"
"2025-10-25","user081_emu","copilot","copilot_ai_credit","GPT-5","12","ai-credits","0.01","0.12","0.12","0","1900","org001_emu","","cost_center_001","0","0","36888","1275","34633","0"
"2025-10-25","user082_emu","copilot","copilot_ai_credit","Claude Sonnet 4","132.25","ai-credits","0.01","1.3225","1.3225","0","3900","org001_emu","","","0","0","739","29194","447423","199505"
"2025-10-25","user082_emu","copilot","copilot_ai_credit","GPT-5","9.1","ai-credits","0.01","0.091","0.091","0","3900","org001_emu","","","0","0","13834","1952","108571","0"
"2025-10-25","user083_emu","copilot","copilot_ai_credit","Claude Sonnet 4","179.86","ai-credits","0.01","1.7986","1.7986","0","3900","org001_emu","","cost_center_001","0","0","98","26498","1257039","272991"
"2025-10-25","user084_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","187.2","ai-credits","0.01","1.872","1.872","0","3900","org001_emu","","cost_center_001","0","0","49","53216","744666","226722"
"2025-10-25","user084_emu","copilot","copilot_ai_credit","GPT-5","8.4","ai-credits","0.01","0.084","0.084","0","3900","org001_emu","","cost_center_001","0","0","11412","3383","18909","0"
"2025-10-26","user007_emu","copilot","coding_agent_ai_credit","Coding Agent model","3.15","ai-credits","0.01","0.0315","0.0315","0","3900","org007_emu","","","0","0","236","315","36538","4030"
"2025-10-26","user063_emu","copilot","copilot_ai_credit","Code Review model","99.2","ai-credits","0.01","0.992","0.992","0","3900","org004_emu","","","0","0","48","5824","157600","122776"
"2025-10-26","user064_emu","copilot","copilot_ai_credit","GPT-5","54.6","ai-credits","0.01","0.546","0.546","0","3900","org002_emu","","cost_center_003","0","0","90624","9715","694870","0"
"2025-10-26","user065_emu","copilot","copilot_ai_credit","Claude Opus 4.1","26.4","ai-credits","0.01","0.264","0.264","0","1900","org005_emu","","cost_center_004","0","0","5","5502","88648","13135"
"2025-10-26","user066_emu","copilot","copilot_ai_credit","Code Review model","121.6","ai-credits","0.01","1.216","1.216","0","3900","org001_emu","","cost_center_001","0","0","145195","27656","3284161","0"
"2025-10-26","user067_emu","copilot","copilot_ai_credit","Code Review model","24.64","ai-credits","0.01","0.2464","0.2464","0","1900","org005_emu","","cost_center_001","0","0","25035","7779","535304","0"
"2025-10-26","user068_emu","copilot","copilot_ai_credit","Claude Sonnet 4","125.12","ai-credits","0.01","1.2512","1.2512","0","3900","org001_emu","","","0","0","43","16561","1003780","187072"
"2025-10-26","user068_emu","copilot","coding_agent_ai_credit","Coding Agent model","93.6","ai-credits","0.01","0.936","0.936","0","3900","org001_emu","","","0","0","126400","11449","1808616","42137"
"2025-10-26","user069_emu","copilot","copilot_ai_credit","Code Review model","20.16","ai-credits","0.01","0.2016","0.2016","0","1900","org005_emu","","cost_center_001","0","0","15522","4943","256538","8393"
"2025-10-26","user070_emu","copilot","copilot_ai_credit","Claude Opus 4.1","31.2","ai-credits","0.01","0.312","0.312","0","1900","org003_emu","","cost_center_003","0","0","9","3381","208818","19685"
"2025-10-26","user071_emu","copilot","copilot_ai_credit","Code Review model","108.8","ai-credits","0.01","1.088","1.088","0","3900","org001_emu","","cost_center_002","0","0","123688","29823","2594446","0"
"2025-10-26","user072_emu","copilot","coding_agent_ai_credit","Coding Agent model","52.65","ai-credits","0.01","0.5265","0.5265","0","1900","org005_emu","","cost_center_002","0","0","20","2193","373499","45571"
"2025-10-26","user073_emu","copilot","copilot_ai_credit","GPT-5","7.7","ai-credits","0.01","0.077","0.077","0","1900","org005_emu","","","0","0","24943","311","39898","0"
"2025-10-26","user074_emu","copilot","copilot_ai_credit","Claude Sonnet 4","31.28","ai-credits","0.01","0.3128","0.3128","0","1900","org002_emu","","cost_center_004","0","0","23","1311","262908","57120"
"2025-10-26","user075_emu","copilot","copilot_ai_credit","Claude Sonnet 4","63.48","ai-credits","0.01","0.6348","0.6348","0","1900","org005_emu","","cost_center_001","0","0","25","7546","216266","121774"
"2025-10-26","user075_emu","copilot","coding_agent_ai_credit","Coding Agent model","22.95","ai-credits","0.01","0.2295","0.2295","0","1900","org005_emu","","cost_center_001","0","0","40692","4311","559671","0"
"2025-10-26","user076_emu","copilot","copilot_ai_credit","Claude Sonnet 4","11.73","ai-credits","0.01","0.1173","0.1173","0","1900","org002_emu","","cost_center_004","0","0","3","3611","77113","10665"
"2025-10-26","user076_emu","copilot","coding_agent_ai_credit","Coding Agent model","35.1","ai-credits","0.01","0.351","0.351","0","1900","org002_emu","","cost_center_004","0","0","62442","6546","857578","0"
"2025-10-26","user077_emu","copilot","copilot_ai_credit","Code Review model","60.48","ai-credits","0.01","0.6048","0.6048","0","3900","org005_emu","","cost_center_002","0","0","77964","18061","1292584","0"
"2025-10-26","user078_emu","copilot","copilot_ai_credit","Code Review model","115.2","ai-credits","0.01","1.152","1.152","0","3900","org002_emu","","","0","0","15","8432","569112","105051"
"2025-10-26","user079_emu","copilot","copilot_ai_credit","Code Review model","60.48","ai-credits","0.01","0.6048","0.6048","0","3900","org004_emu","","cost_center_002","0","0","72246","16118","1444112","0"
"2025-10-26","user079_emu","copilot","coding_agent_ai_credit","Coding Agent model","63","ai-credits","0.01","0.63","0.63","0","3900","org004_emu","","cost_center_002","0","0","134034","10302","1235392","0"
"2025-10-26","user080_emu","copilot","copilot_ai_credit","Claude Sonnet 4","190.44","ai-credits","0.01","1.9044","1.9044","0","3900","org002_emu","","cost_center_002","0","0","43","50403","1671580","172467"
"2025-10-26","user080_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","161.46","ai-credits","0.01","1.6146","1.6146","0","3900","org002_emu","","cost_center_002","0","0","29","12976","2940793","143368"
"2025-10-26","user081_emu","copilot","coding_agent_ai_credit","Coding Agent model","36.225","ai-credits","0.01","0.36225","0.36225","0","1900","org001_emu","","cost_center_001","0","0","1108","6716","620570","19202"
"2025-10-26","user082_emu","copilot","coding_agent_ai_credit","Coding Agent model","100.8","ai-credits","0.01","1.008","1.008","0","3900","org001_emu","","","0","0","54","9713","1680869","95434"
"2025-10-26","user083_emu","copilot","copilot_ai_credit","Claude Sonnet 4","128.8","ai-credits","0.01","1.288","1.288","0","3900","org001_emu","","cost_center_001","0","0","24","36771","631702","145826"
"2025-10-26","user084_emu","copilot","coding_agent_ai_credit","Coding Agent model","193.05","ai-credits","0.01","1.9305","1.9305","0","3900","org001_emu","","cost_center_001","0","0","10477","21858","2539924","215795"
"2025-10-27","user001_emu","copilot","copilot_ai_credit","Claude Haiku 4.5","0.429","ai-credits","0.01","0.00429","0.00429","0","3900","org001_emu","","","0","0","3","146","12254","1866"
"2025-10-27","user009_emu","copilot","copilot_ai_credit","Claude Sonnet 4","59.8","ai-credits","0.01","0.598","0.598","0","3900","org009_emu","","cost_center_007","0","0","10","5967","173096","121742"
"2025-10-27","user009_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","80.73","ai-credits","0.01","0.8073","0.8073","0","3900","org009_emu","","cost_center_007","0","0","37","5084","1640503","63673"
"2025-10-27","user012_emu","spark","copilot_ai_credit","Claude Sonnet 4.5","17.94","ai-credits","0.01","0.1794","0.1794","0","3900","org012_emu","","","0","0","4","2366","33488","35691"
"2025-10-27","user012_emu","copilot","copilot_ai_credit","Claude Sonnet 4","3.22","ai-credits","0.01","0.0322","0.0322","0","3900","org012_emu","","","0","0","1","262","27198","5362"
"2025-10-27","user063_emu","copilot","copilot_ai_credit","GPT-5","23","ai-credits","0.01","0.23","0.23","0","3900","org004_emu","","","0","0","38809","2760","366326","0"
"2025-10-27","user064_emu","copilot","copilot_ai_credit","Claude Sonnet 4","149.5","ai-credits","0.01","1.495","1.495","0","3900","org002_emu","","cost_center_003","0","0","75","40532","531558","193952"
"2025-10-27","user065_emu","copilot","copilot_ai_credit","Claude Sonnet 4","31.28","ai-credits","0.01","0.3128","0.3128","0","1900","org005_emu","","cost_center_004","0","0","6","4296","304352","41877"
"2025-10-27","user066_emu","copilot","copilot_ai_credit","Claude Opus 4.1","47.04","ai-credits","0.01","0.4704","0.4704","0","3900","org001_emu","","cost_center_001","0","0","3","7893","39956","40493"
"2025-10-27","user067_emu","copilot","copilot_ai_credit","GPT-5","9.35","ai-credits","0.01","0.0935","0.0935","0","1900","org005_emu","","cost_center_001","0","0","14910","2322","85591","0"
"2025-10-27","user068_emu","copilot","copilot_ai_credit","Claude Sonnet 4.5","218.79","ai-credits","0.01","2.1879","2.1879","0","3900","org001_emu","","","0","0","516563","6058","1142826","54533"
"2025-10-27","user069_emu","copilot","copilot_ai_credit","Claude Opus 4.1","8.16","ai-credits","0.01","0.0816","0.0816","0","1900","org005_emu","","cost_center_001","0","0","3","471","23133","9321"
"2025-10-27","user069_emu","copilot","copilot_ai_credit","Claude Sonnet 4","27.37","ai-credits","0.01","0.2737","0.2737","0","1900","org005_emu","","cost_center_001","0","0","8","2687","290174","39020"
"2025-10-27","user070_emu","copilot","copilot_ai_credit","GPT-5","7","ai-credits","0.01","0.07","0.07","0","1900","org003_emu","","cost_center_003","0","0","13138","1115","81748","0"
